trait_id	original_category	product_module	trait_name_original	trait_name_consumer_friendly	scientific_description_short	what_can_be_tested	what_cannot_be_claimed	number_of_rsids	rsids	genes_cleaned	has_pdf_only_candidate_rsids	has_structured_catalog_rsids	marker_validation_status	requires_external_annotation	requires_clinvar_review	requires_gwas_review	requires_pharmgkb_review	requires_manual_scientific_review	privacy_or_regulatory_sensitivity	recommended_product_tier	mvp_include_candidate_yes_no	reason_for_tier	recommended_report_language	required_caveat	notes
wg-2075	genetic_disease	Disease Risk (Sensitive)	Neuronal Ceroid Lipofuscinosis (NCL)	Neuronal Ceroid Lipofuscinosis (NCL)	Genetic variants associated with Neuronal Ceroid Lipofuscinosis (NCL). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Neuronal Ceroid Lipofuscinosis (NCL).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	5	rs79605;rs72415;rs104894060;rs119455953;rs121908080	AHI1;CACNA1A;CC2D2A;CDKL5;CHD2;CLN3;CLN5;CLN8;INPP5E;KIAA05;MFSD8;PCCA;PCCB;PCDH19;PPT1;RPGRIP1L;SCN2A;TMEM67;UQCRFS1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2209	genetic_disease	Disease Risk (Sensitive)	Nicolaides-Baraitser Syndrome (NCBRS)	Nicolaides-Baraitser Syndrome (NCBRS)	Genetic variants associated with Nicolaides-Baraitser Syndrome (NCBRS). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Nicolaides-Baraitser Syndrome (NCBRS).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	3	rs281875189;rs797045974;rs797045976	SMARCA;SMARCA2	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-77	health_risk	Disease Risk (Sensitive)	Nicotine Dependence	Nicotine Dependence	Genetic variants associated with Nicotine Dependence. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Nicotine Dependence.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	7	rs910083;rs4648317;rs16969968;rs1051730;rs806368;rs1044396;rs10485057	CHRNA3;CHRNA4;CHRNA5;CNR1;DRD2;F5;LPL;OPRM1;PTPN11	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2210	genetic_disease	Disease Risk (Sensitive)	Niemann-Pick Disease (NPD)	Niemann-Pick Disease (NPD)	Genetic variants associated with Niemann-Pick Disease (NPD). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Niemann-Pick Disease (NPD).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	5	rs80358;rs88604;rs1057516403;rs120074118;rs120074119	APBB1;FBXL4;MPV17;NPC1;NPC2;POLG;SLC25A;SMPD1;SUCLG1;TK2;TYMP	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2264	exposure_risk	Disease Risk (Sensitive)	Night Shift	Night Shift	Genetic variants associated with Night Shift. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Night Shift.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	1	rs10830963	KCNJ11;MTNR1B;SLC30A8;TCF7L2;WFS1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2254	exposure_risk	Disease Risk (Sensitive)	Noises	Noises	Genetic variants associated with Noises. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Noises.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	1	rs9321402	EYA4	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-136	health_risk	Disease Risk (Sensitive)	Non-Alcoholic Fatty Liver Disease (NAFLD)	Non-Alcoholic Fatty Liver Disease (NAFLD)	Genetic variants associated with Non-Alcoholic Fatty Liver Disease (NAFLD). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Non-Alcoholic Fatty Liver Disease (NAFLD).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	6	rs17216588;rs1260326;rs2290602;rs58542926;rs8107974;rs3772622	ABCG8;AGTR1;ALDH2;APOE;C2;EFCAB11;GCKR;HMBS;KIF1B;MICA;PNPLA3;PPARGC1A;SERPINA1;SLC10A2;STAT4;TM6SF2;UGT1A1;ZPR1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2272	exposure_risk	Disease Risk (Sensitive)	Non-aromatic Solvents	Non-aromatic Solvents	Genetic variants associated with Non-aromatic Solvents. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Non-aromatic Solvents.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	1	rs7758025	ARHGAP;ARHGAP18	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-1735	genetic_disease	Disease Risk (Sensitive)	Noonan Syndrome	Noonan Syndrome	Genetic variants associated with Noonan Syndrome. Disease risk markers require clinical validation.	No genetic markers identified in the structured catalog.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	0			no	no	no_markers	no	yes	no	no	no	high	E	no	No rsIDs linked to this trait.	N/A - no markers or not suitable	No genetic markers identified. Not suitable for commercial reporting.	
wg-1965	infection_risk	Disease Risk (Sensitive)	Norovirus Infection	Norovirus Infection	Genetic variants associated with Norovirus Infection. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Norovirus Infection.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	2	rs601338;rs1047781	ABCG8;APOE;CLYBL;FUT2;MS4A3;SLC10A2;UGT1A1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2255	exposure_risk	Disease Risk (Sensitive)	Nuts	Nuts	Genetic variants associated with Nuts. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Nuts.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	1	rs324015	STAT6	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-86	health_risk	Disease Risk (Sensitive)	Obesity	Obesity	Genetic variants associated with Obesity. Disease risk markers require clinical validation.	No genetic markers identified in the structured catalog.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	0			no	no	no_markers	no	yes	no	no	no	high	E	no	No rsIDs linked to this trait.	N/A - no markers or not suitable	No genetic markers identified. Not suitable for commercial reporting.	
wg-2269	exposure_risk	Disease Risk (Sensitive)	Occupational Stress	Occupational Stress	Genetic variants associated with Occupational Stress. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Occupational Stress.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	4	rs2304672;rs1805193;rs1801131;rs1801133	ADA;ADAMTS1;ADH1B;ALDH2;APC;APOE;CHRNA;COMT;CYP4A1;CYP4A11;GNAS;IL1B;MMP9;MTHFR;MTRR;NLRP3;PER2;SELE;SYK	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2123	genetic_disease	Disease Risk (Sensitive)	Oculocutaneous Albinism (OCA)	Oculocutaneous Albinism (OCA)	Genetic variants associated with Oculocutaneous Albinism (OCA). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Oculocutaneous Albinism (OCA).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	5	rs62645;rs79704;rs104894316;rs142988897;rs281865424	APOB;ATF6;BRAF;CC2D2A;CEP290;CNGA3;CNGB3;COASY;GNPTA;GNPTAB;GNPTG;KRAS;MAP2K1;MAP2K2;MCOLN;MCOLN1;MKS1;OCA2;PDE6C;PLA2G6;RPGRIP;SLC45A2;TMEM2;TMEM216;TMEM67;TYR;TYRP1;UBE3A;WDR45	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2211	genetic_disease	Disease Risk (Sensitive)	Ogden Syndrome	Ogden Syndrome	Genetic variants associated with Ogden Syndrome. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Ogden Syndrome.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	3	rs587780563;rs797044868;rs878853263	NAA10	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-1546	health_risk	Disease Risk (Sensitive)	Open-Angle Glaucoma	Open-Angle Glaucoma	Genetic variants associated with Open-Angle Glaucoma. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Open-Angle Glaucoma.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	7	rs2472493;rs10819187;rs33912345;rs2472494;rs6952464;rs10918274;rs12139208	ANGPT1;EXOC2;RARB;RSPO1;TMCO1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2081	genetic_disease	Disease Risk (Sensitive)	Optic Atrophy (OA)	Optic Atrophy (OA)	Genetic variants associated with Optic Atrophy (OA). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Optic Atrophy (OA).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	4	rs803565;rs730882246;rs753611141;rs768643552	DNM1L;ISCA2;OPA3	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2058	genetic_disease	Disease Risk (Sensitive)	Ornithine Aminotransferase Deficiency (OAT)	Ornithine Aminotransferase Deficiency (OAT)	Genetic variants associated with Ornithine Aminotransferase Deficiency (OAT). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Ornithine Aminotransferase Deficiency (OAT).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	3	rs121965047;rs121965057;rs200068769	OAT	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-116	health_risk	Disease Risk (Sensitive)	Osteoarthritis (OA)	Osteoarthritis (OA)	Genetic variants associated with Osteoarthritis (OA). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Osteoarthritis (OA).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	10	rs1330349;rs11071366;rs11984666;rs10492367;rs7294636;rs10947262;rs11718863;rs7639618;rs143383;rs4140564	BTNL2;COG5;COL11A1;GDF5;GSDMC;IL1B;KIAA1217;MCF2L;THBS2	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-1986	genetic_disease	Disease Risk (Sensitive)	Osteogenesis Imperfecta (OI)	Osteogenesis Imperfecta (OI)	Genetic variants associated with Osteogenesis Imperfecta (OI). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Osteogenesis Imperfecta (OI).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	5	rs72658;rs79472;rs118203996;rs121918011;rs193922143	COL1A1;COL1A2;COL4A3;COL4A5;KDM6A;KMT2D;P3H1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2050	genetic_disease	Disease Risk (Sensitive)	Osteoglophonic Dysplasia	Osteoglophonic Dysplasia	Genetic variants associated with Osteoglophonic Dysplasia. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Osteoglophonic Dysplasia.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	1	rs121909627	FGFR1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-1979	genetic_disease	Disease Risk (Sensitive)	Osteopathia Striata with Cranial Sclerosis (OSCS)	Osteopathia Striata with Cranial Sclerosis (OSCS)	Genetic variants associated with Osteopathia Striata with Cranial Sclerosis (OSCS). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Osteopathia Striata with Cranial Sclerosis (OSCS).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	1	rs398122877	AMER1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2011	genetic_disease	Disease Risk (Sensitive)	Osteopetrosis	Osteopetrosis	Genetic variants associated with Osteopetrosis. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Osteopetrosis.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	3	rs121908670;rs387907576;rs751881962	CLCN7;LRP5;TCIRG1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-1554	health_risk	Disease Risk (Sensitive)	Osteoporosis	Osteoporosis	Genetic variants associated with Osteoporosis. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Osteoporosis.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	8	rs4988321;rs34240317;rs13182402;rs3770748;rs2306033;rs10457487;rs11003047;rs3736228	ESR1;FUBP3;LRP5;QPCT;RSPO3	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-1999	genetic_disease	Disease Risk (Sensitive)	Otospondylomegaepiphyseal Dysplasia (OSMED)	Otospondylomegaepiphyseal Dysplasia (OSMED)	Genetic variants associated with Otospondylomegaepiphyseal Dysplasia (OSMED). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Otospondylomegaepiphyseal Dysplasia (OSMED).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	1	rs121912945	COL11A2	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-64	health_risk	Disease Risk (Sensitive)	Paget's Disease of Bone	Paget's Disease of Bone	Genetic variants associated with Paget's Disease of Bone. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Paget's Disease of Bone.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	3	rs3018362;rs484959;rs1561570	OPTN	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2124	genetic_disease	Disease Risk (Sensitive)	Pancreatic Agenesis (PAGEN)	Pancreatic Agenesis (PAGEN)	Genetic variants associated with Pancreatic Agenesis (PAGEN). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Pancreatic Agenesis (PAGEN).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	2	rs1555241857;rs80356661	PDX1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-79	health_risk	Disease Risk (Sensitive)	Pancreatic Cancer	Pancreatic Cancer	Genetic variants associated with Pancreatic Cancer. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Pancreatic Cancer.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	8	rs1517037;rs3790844;rs505922;rs9543325;rs13303010;rs1801516;rs2941471;rs4795218	ABO;ATM;CHRNA3;F5;GRP;HNF1B;HNF4G;LPL;NOC2L;NR5A2;PTPN11	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-47	health_risk	Disease Risk (Sensitive)	Parkinson's Disease (PD)	Parkinson's Disease (PD)	Genetic variants associated with Parkinson's Disease (PD). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Parkinson's Disease (PD).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	8	rs10513789;rs11155313;rs34311866;rs823128;rs11868035;rs111290936;rs112019125;rs9652490	EIF4G1;MCCC1;PHACTR2;SLC45A3;SREBF1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2257	exposure_risk	Disease Risk (Sensitive)	Peaches	Peaches	Genetic variants associated with Peaches. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Peaches.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	1	rs28359884		no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	No genes associated.
wg-2259	exposure_risk	Disease Risk (Sensitive)	Peanuts	Peanuts	Genetic variants associated with Peanuts. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Peanuts.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	4	rs12123;rs9275596;rs7192;rs9273440	DRA;IL13;TH2LCRR	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2212	genetic_disease	Disease Risk (Sensitive)	Pelizaeus-Merzbacher Disease (PMD)	Pelizaeus-Merzbacher Disease (PMD)	Genetic variants associated with Pelizaeus-Merzbacher Disease (PMD). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Pelizaeus-Merzbacher Disease (PMD).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	3	rs11543022;rs132630278;rs132630279	PLP1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-1571	genetic_disease	Disease Risk (Sensitive)	Pendred Syndrome	Pendred Syndrome	Genetic variants associated with Pendred Syndrome. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Pendred Syndrome.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	4	rs11103;rs12190;rs786204426;rs397516430	ABCA3;ACVRL1;FOXI1;GJA5;HCN4;KCNA5;KCNQ1;MYBPC;MYH7;MYO7A;PCDH15;RYR2;SCN5A;SLC25A;SLC25A15;SLC26A;SLC26A4;TNNT2;TPM1;USH1C;USH1G;USH2A	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-1549	health_risk	Disease Risk (Sensitive)	Periodontitis	Periodontitis	Genetic variants associated with Periodontitis. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Periodontitis.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	6	rs2521634;rs1537415;rs6596473;rs3826782;rs3811046;rs1143634	ADGRE1;GLT6D1;IL1B;IL37;MMP9;MTHFR;NLRP3;SELE;SLC23A1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
